#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
family_election;Roman Family Succession;;;;;;;;;;;;;x
succ_roman_family_elective_desc;Roman Family Succession;;;;;;;;;;;;;x
focus_ch_honesty_humility;Honesty-Humility;;;;;;;;;;;;;x
focus_ch_emotionality;Emotionality;;;;;;;;;;;;;x
focus_ch_extraversion;Extraversion;;;;;;;;;;;;;x
focus_ch_agreeableness;Agreeableness;;;;;;;;;;;;;x
focus_ch_conscientiousness;Conscientiousness;;;;;;;;;;;;;x
focus_ch_openness_to_experience;Openness to experience;;;;;;;;;;;;;x
focus_ed_etiquette;Etiquette;;;;;;;;;;;;;x
focus_ed_martial_arts;Martial Arts;;;;;;;;;;;;;x
focus_ed_knowledge;Knowledge;;;;;;;;;;;;;x
focus_ed_theology;Theology;;;;;;;;;;;;;x
administrative_capacity_roman;Centralized Bureaucracy;;;;;;;;;;;;;x
administrative_capacity_very_high;Sophisticated Administration;;;;;;;;;;;;;x
administrative_capacity_high;Highly Developed Administration;;;;;;;;;;;;;x
administrative_capacity_average;Developed Administration;;;;;;;;;;;;;x
administrative_capacity_below_average;Fledgling Administration;;;;;;;;;;;;;x
administrative_capacity_low;Indirect Administration;;;;;;;;;;;;;x
administrative_capacity_very_low;Indirect Administration;;;;;;;;;;;;;x
administrative_capacity_roman_maintenance;Centralized Bureaucracy Cost;;;;;;;;;;;;;x
administrative_capacity_very_high_maintenance;Sophisticated Administration Cost;;;;;;;;;;;;;x
administrative_capacity_high_maintenance;Highly Developed Administration;;;;;;;;;;;;;x
administrative_capacity_average_maintenance;Administration Cost;;;;;;;;;;;;;x
administrative_capacity_below_average_maintenance;Fledgling Administration Cost;;;;;;;;;;;;;x
administrative_capacity_low_maintenance;Indirect Administration Cost;;;;;;;;;;;;;x
administrative_capacity_very_low_maintenance;Indirect Administration;;;;;;;;;;;;;x
administrative_capacity_distance_one_horse_day_travel_from_capital;Distance from capital;;;;;;;;;;;;;x
administrative_capacity_distance_two_horse_day_travel_from_capital;Distance from capital;;;;;;;;;;;;;x
administrative_capacity_distance_three_horse_day_travel_from_capital;Distance from capital;;;;;;;;;;;;;x
administrative_capacity_distance_four_horse_day_travel_from_capital;Distance from capital;;;;;;;;;;;;;x
administrative_capacity_distance_more_than_four_day_horse_day_travel_from_capital;Distance from capital;;;;;;;;;;;;;x
roman_administration_imperial_court;Roman Administration;;;;;;;;;;;;;x
roman_administration_imperial_court_desc;The Roman Administration manages and rules the Empire of the Romans;;;;;;;;;;;;;x
roman_administration_imperial_court_leader_desc;The Emperor is the leader of the administration of the Empire;;;;;;;;;;;;;x
currency_name_roman_administration_imperial_court;Influence;;;;;;;;;;;;;x
roman_administration_elective;Administrative Clientelism;;;;;;;;;;;;;x
roman_administration_elective_test;Administrative Clientelism;;;;;;;;;;;;;x
roman_administration_elective_test_2;Administrative Clientelism;;;;;;;;;;;;;x
free_true_vassal_cb_desc;Free Vassal Casus Belli;;;;;;;;;;;;;x
THEME_MILITARY_NAME;Strategos;;;;;;;;;;;;;x
THEME_MILITARY_PLURAL;Strategos;;;;;;;;;;;;;x
SUZERAIN_THEME_MILITARY_NAME;Civilian's Administration;;;;;;;;;;;;;x
TRIBUTARY_THEME_MILITARY_TRIBUTE;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_ADMC_maintenance_events.4;Improving your Administrative Capacity;;;;;;;;;;;;;x
EVTOPTA_AVE_MARIA_ADMC_maintenance_events.4;Yes, hire more royal servants.;;;;;;;;;;;;;x
EVTOPTB_AVE_MARIA_ADMC_maintenance_events.4;On second thought no.;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.2;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.2;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.3;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.3;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.4;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.4;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.5;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.5;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.6;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.6;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.7;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.7;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.8;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.8;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_B_AVE_MARIA_hexaco_adolescence.8;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.9;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.9;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.1;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.11;REPLACE_ME;;;;;;;;;;;;;x
EVTOPT_A_AVE_MARIA_hexaco_adolescence.11;REPLACE_ME;;;;;;;;;;;;;x
EVTDESC_AVE_MARIA_hexaco_adolescence.12;REPLACE_ME;;;;;;;;;;;;;x
