#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,;;;;;;;;;;;;;;;
########################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#HRE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#######################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_hre;Heiliges Römisches Reich;;;;;;;;;;;;;x
e_hre_adj;Kaiserliche;;;;;;;;;;;;;x
k_germany;Deutschland;;;;;;;;;;;;;x
k_germany_adj;Deutsche;;;;;;;;;;;;;x
k_lotharingia;Lotharingen;;;;;;;;;;;;;x
k_lotharingia_adj;Lotharingi;;;;;;;;;;;;;x
#Lower Lothringa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_lower_lorraine;Niederlothringen;;;;;;;;;;;;;x
k_lower_lorraine_adj;Niederlothringische;;;;;;;;;;;;;x
d_julich;Jülich;;;;;;;;;;;;;x
d_julich_adj;Jülich;;;;;;;;;;;;;x
d_limburg;Limburg;;;;;;;;;;;;;x
d_limburg_adj;Limburg;;;;;;;;;;;;;x
d_bouillon;Bouillon;;;;;;;;;;;;;x
d_bouillon_adj;Bouillon;;;;;;;;;;;;;x
d_koln;Köln;;;;;;;;;;;;;x
d_koln_adj;Köln;;;;;;;;;;;;;x
d_liege;Liége;;;;;;;;;;;;;x
d_liege_adj;Liége;;;;;;;;;;;;;x
d_hainaut;Hainaut;;;;;;;;;;;;;x
d_hainaut_adj;Hainaut;;;;;;;;;;;;;x
#Saxony;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_saxony;Sachsen;;;;;;;;;;;;;x
k_saxony_adj;Sächsische;;;;;;;;;;;;;x
d_wagria;Wagrien;;;;;;;;;;;;;x
d_wagria_adj;Wagrien;;;;;;;;;;;;;x
d_westfalen;Westfalen;;;;;;;;;;;;;x
d_westfalen_adj;Westfalen;;;;;;;;;;;;;x
d_holstein;Holstein;;;;;;;;;;;;;x
d_holstein_adj;Holstein;;;;;;;;;;;;;x
d_brunswick;Braunschweig-Lüneburg;;;;;;;;;;;;;x
d_brunswick_adj;Braunschweig-Lüneburg;;;;;;;;;;;;;x
d_brandenburg;Brandenburg;;;;;;;;;;;;;x
d_brandenburg_adj;Brandenburg;;;;;;;;;;;;;x
d_bishopmunster;Münster;;;;;;;;;;;;;x
d_bishopmunster_adj;Münstersche;;;;;;;;;;;;;x
d_osnabruck;Osnabrück;;;;;;;;;;;;;x
d_osnabruck_adj;Osnabrück;;;;;;;;;;;;;x
d_magdeburg;Magdeburg;;;;;;;;;;;;;x
d_magdeburg_adj;Magdeburg;;;;;;;;;;;;;x
d_bremen;Bremen;;;;;;;;;;;;;x
d_bremen_adj;Bremen;;;;;;;;;;;;;x
d_saxewittenberg;Wittenberg;;;;;;;;;;;;;x
d_saxewittenberg_adj;Wittenberg;;;;;;;;;;;;;x
d_altmark;Altmark;;;;;;;;;;;;;x
d_altmark_adj;Altmärkische;;;;;;;;;;;;;x
d_angria;Engern;;;;;;;;;;;;;x
d_angria_adj;Engerische;;;;;;;;;;;;;x
d_lauenburg;Lauenburg;;;;;;;;;;;;;x
d_lauenburg_adj;Lauenburg;;;;;;;;;;;;;x
#Bavaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_bavaria;Baiern;;;;;;;;;;;;;x
k_bavaria_adj;Baiern;;;;;;;;;;;;;x
d_nuremberg;Nürnberg;;;;;;;;;;;;;x
d_nuremberg_adj;Nürnberg;;;;;;;;;;;;;x
d_nordgau;Nordgau;;;;;;;;;;;;;x
d_nordgau_adj;Nordgau;;;;;;;;;;;;;x
d_tyrol;Tirol;;;;;;;;;;;;;x
d_tyrol_adj;Tirol;;;;;;;;;;;;;x
d_niederbayern;Niederbaiern;;;;;;;;;;;;;x
d_niederbayern_adj;Niederbairische;;;;;;;;;;;;;x
d_salzburg;Salzburg;;;;;;;;;;;;;x
d_salzburg_adj;Salzburg;;;;;;;;;;;;;x
d_osterreich;Österreich;;;;;;;;;;;;;x
d_osterreich_adj;Österreichische;;;;;;;;;;;;;x
d_oberbayern;Oberbaiern;;;;;;;;;;;;;x
d_oberbayern_adj;Oberbaiern;;;;;;;;;;;;;x
###########;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#Carinthia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_carinthia;Kärnten;;;;;;;;;;;;;x
k_carinthia_adj;Kärntenische;;;;;;;;;;;;;x
d_styria;Steiermark;;;;;;;;;;;;;x
d_styria_adj;Steiermark;;;;;;;;;;;;;x
d_merania;Merania;;;;;;;;;;;;;x
d_merania_adj;Merania;;;;;;;;;;;;;x
d_merania_adj_german;Meranien;;;;;;;;;;;;;x
#####;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;
#Franconia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_franconia;Franken;;;;;;;;;;;;;x
k_franconia_adj;Fränkische;;;;;;;;;;;;;x
d_hessen;Hessen;;;;;;;;;;;;;x
d_hessen_adj;Hessische;;;;;;;;;;;;;x
d_rheinfranken;Westfranken;;;;;;;;;;;;;x
d_rheinfranken_adj;Westfranken;;;;;;;;;;;;;x
d_mainz;Mainz;;;;;;;;;;;;;x
d_mainz_adj;Mainzische;;;;;;;;;;;;;x
d_ostfranken;Ostfranken;;;;;;;;;;;;;x
d_ostfranken_adj;Ostfranken;;;;;;;;;;;;;x
d_thuringia;Thüringen;;;;;;;;;;;;;x
d_thuringia_adj;Thüringen;;;;;;;;;;;;;x
d_bamberg;Bamberg;;;;;;;;;;;;;x
d_bamberg_adj;Bambergische;;;;;;;;;;;;;x
#Upper Lorraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_upper_lorraine;Oberlothringen;;;;;;;;;;;;;x
k_upper_lorraine_adj;Oberlothringische;;;;;;;;;;;;;x
d_barleduc;Bar;;;;;;;;;;;;;x
d_barleduc_adj;Barrois;;;;;;;;;;;;;x
d_upper_lorraine;Lothringen;;;;;;;;;;;;;x
d_upper_lorraine_adj;Lothringische;;;;;;;;;;;;;x
d_trier;Trier;;;;;;;;;;;;;x
d_trier_adj;Trierische;;;;;;;;;;;;;x
d_zurich;Zürichgau;;;;;;;;;;;;;x
d_zurich_adj;Zürchische;;;;;;;;;;;;;x
d_pfalz;Pfalzgrafschaft bei Rhein;;;;;;;;;;;;;x
d_pfalz_adj;Pfälzische;;;;;;;;;;;;;x
#Swabia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_schwaben;Schwaben;;;;;;;;;;;;;x
k_schwaben_adj;Schwaben;;;;;;;;;;;;;x
d_burgau;Burgau;;;;;;;;;;;;;x
d_burgau_adj;Burgau;;;;;;;;;;;;;x
d_zahringen;Zähringen;;;;;;;;;;;;;x
d_zahringen_adj;Zähringen;;;;;;;;;;;;;x
d_tubingen;Tübingen;;;;;;;;;;;;;x
d_tubingen_adj;Tübingen;;;;;;;;;;;;;x
d_teck;Teck;;;;;;;;;;;;;x
d_teck_adj;Teck;;;;;;;;;;;;;x
d_ratien;Rätien;;;;;;;;;;;;;x
d_ratien_adj;Rätien;;;;;;;;;;;;;x
d_chur;Chur;;;;;;;;;;;;;x
